eval_id,learner_id,audience,group,level,role,organization,pronouns,sexuality,ethnicity,registration_id,offering_id,learning_product,module,date_stamp,current_skill,desired_skill,final_skill,recommend,rating,clear,entertaining,relevant,informative,useful,inclusive,easy,difficult,long,short,lo_1,lo_2
71113,1113,Employee,PE,2,ComputerScience,StatsCan,SheHer,Heterosexual,Caucasian,10113,779,I501,101,2020-06-01,1,3,1,false,5,false,false,false,false,false,false,false,false,false,false,NotMeet,Meet
71113,1113,Employee,PE,2,ComputerScience,StatsCan,SheHer,Heterosexual,Caucasian,10113,779,I501,102,2020-06-01,1,3,1,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71114,1114,Leader,LotsMore,6,Research,IRCC,SheHer,Homosexual,Caucasian,10114,779,I501,101,2020-06-01,1,3,1,false,5,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71114,1114,Leader,LotsMore,6,Research,IRCC,SheHer,Homosexual,Caucasian,10114,779,I501,102,2020-06-01,1,3,2,true,7,false,false,false,false,false,false,false,false,false,false,Meet,NotMeet
71115,1115,Employee,AS,6,Security,PS,SheHer,Heterosexual,Caucasian,10115,779,I501,101,2020-06-01,6,8,6,true,9,true,true,true,false,false,true,false,false,false,false,Exceeded,Exceeded
71115,1115,Employee,AS,6,Security,PS,SheHer,Heterosexual,Caucasian,10115,779,I501,102,2020-06-01,6,8,7,true,10,true,false,true,true,false,false,false,false,false,false,Exceeded,Meet
71116,1116,Manager,FB,1,HumanResources,ESDC,TheyThem,Bisexual,Caucasian,10116,779,I501,101,2020-06-01,4,6,4,false,5,false,true,false,false,false,false,false,false,false,false,Exceeded,NotMeet
71116,1116,Manager,FB,1,HumanResources,ESDC,TheyThem,Bisexual,Caucasian,10116,779,I501,102,2020-06-01,4,6,5,true,7,true,false,true,false,false,true,false,false,false,false,Exceeded,Meet
71117,1117,SeniorLeader,PM,5,Research,TC,NoAnswer,NoAnswer,Maui,10117,779,I501,101,2020-06-01,3,5,3,false,5,true,true,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71117,1117,SeniorLeader,PM,5,Research,TC,NoAnswer,NoAnswer,Maui,10117,779,I501,102,2020-06-01,3,5,3,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71118,1118,Manager,AS,1,Administrative,TBS,SheHer,NoAnswer,Maui,10118,779,I501,101,2020-06-01,8,10,8,true,6,true,true,true,false,false,false,false,false,false,false,Exceeded,Exceeded
71118,1118,Manager,AS,1,Administrative,TBS,SheHer,NoAnswer,Maui,10118,779,I501,102,2020-06-01,8,10,8,false,3,false,true,false,false,false,false,false,false,false,false,Exceeded,NotMeet
71119,1119,Employee,CR,1,Audit,PS,NoAnswer,Heterosexual,Black,10119,779,I501,101,2020-06-01,3,5,3,true,9,false,true,false,true,true,false,false,false,false,false,Exceeded,Meet
71119,1119,Employee,CR,1,Audit,PS,NoAnswer,Heterosexual,Black,10119,779,I501,102,2020-06-01,3,5,4,true,6,false,false,false,false,false,false,false,false,false,false,Meet,Meet
71120,1120,Leader,IS,2,HumanResources,PSPC,SheHer,Homosexual,NoAnswer,10120,779,I501,101,2020-06-01,3,5,3,false,4,true,true,false,false,true,false,false,false,false,false,NotMeet,Meet
71120,1120,Leader,IS,2,HumanResources,PSPC,SheHer,Homosexual,NoAnswer,10120,779,I501,102,2020-06-01,3,5,4,true,6,false,false,true,false,false,false,false,false,false,false,NotMeet,Meet
71121,1121,Leader,AS,6,Finance,ISED,TheyThem,NoAnswer,Maui,10121,779,I501,101,2020-06-01,5,7,5,true,6,false,true,true,false,false,false,false,false,false,false,Meet,Exceeded
71121,1121,Leader,AS,6,Finance,ISED,TheyThem,NoAnswer,Maui,10121,779,I501,102,2020-06-01,5,7,6,true,9,true,true,true,false,true,true,false,false,false,false,NotMeet,Exceeded
71122,1122,Manager,IS,6,ComputerScience,TC,NoAnswer,Heterosexual,Indigenous,10122,779,I501,101,2020-06-01,3,5,3,false,4,false,true,false,true,false,false,false,false,false,false,NotMeet,Exceeded
71122,1122,Manager,IS,6,ComputerScience,TC,NoAnswer,Heterosexual,Indigenous,10122,779,I501,102,2020-06-01,3,5,4,true,10,true,true,true,false,true,true,false,false,false,false,Exceeded,Exceeded
71123,1123,Specialist,PM,3,Finance,PSPC,NoAnswer,Heterosexual,Black,10123,779,I501,101,2020-06-01,2,4,2,true,9,false,true,false,true,true,true,false,false,false,false,NotMeet,Meet
71123,1123,Specialist,PM,3,Finance,PSPC,NoAnswer,Heterosexual,Black,10123,779,I501,102,2020-06-01,2,4,3,true,9,true,false,false,false,true,true,false,false,false,false,Exceeded,Exceeded
71124,1124,SeniorLeader,EC,6,Policy,FIN,SheHer,NoAnswer,Maui,10124,779,I501,101,2020-06-01,4,6,4,false,4,true,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71124,1124,SeniorLeader,EC,6,Policy,FIN,SheHer,NoAnswer,Maui,10124,779,I501,102,2020-06-01,4,6,4,false,5,true,false,true,true,false,true,false,false,false,false,Exceeded,NotMeet
71125,1125,SeniorLeader,EC,6,Regulatory,TBS,TheyThem,Heterosexual,Maui,10125,779,I501,101,2020-06-01,2,4,2,true,7,false,true,true,false,true,false,false,false,false,false,Exceeded,NotMeet
71125,1125,SeniorLeader,EC,6,Regulatory,TBS,TheyThem,Heterosexual,Maui,10125,779,I501,102,2020-06-01,2,4,3,true,9,true,true,false,false,true,false,false,false,false,false,Meet,Exceeded
71126,1126,SeniorLeader,PM,5,Legal,FIN,HeHim,Homosexual,Asian,10126,779,I501,101,2020-06-01,2,4,2,true,7,true,true,true,true,false,false,false,false,false,false,Meet,Exceeded
71126,1126,SeniorLeader,PM,5,Legal,FIN,HeHim,Homosexual,Asian,10126,779,I501,102,2020-06-01,2,4,3,true,6,true,false,false,false,true,false,false,false,false,false,Exceeded,NotMeet
71127,1127,Leader,LotsMore,3,Security,CSPS,SheHer,Heterosexual,Black,10127,779,I501,101,2020-06-01,1,3,1,false,5,false,true,true,true,false,false,false,false,false,false,Exceeded,Meet
71127,1127,Leader,LotsMore,3,Security,CSPS,SheHer,Heterosexual,Black,10127,779,I501,102,2020-06-01,1,3,1,false,4,true,false,false,false,true,false,false,false,false,false,Meet,NotMeet
71128,1128,Employee,PM,1,Science,IRCC,HeHim,Heterosexual,Caucasian,10128,779,I501,101,2020-06-01,1,3,1,true,9,true,true,false,true,false,true,false,false,false,false,Exceeded,Exceeded
71128,1128,Employee,PM,1,Science,IRCC,HeHim,Heterosexual,Caucasian,10128,779,I501,102,2020-06-01,1,3,2,true,10,true,true,true,false,false,false,false,false,false,false,Meet,Exceeded
71129,1129,Leader,AS,1,Finance,CRA,SheHer,NoAnswer,Caucasian,10129,779,I501,101,2020-06-01,1,3,1,true,7,true,true,false,false,false,false,false,false,false,false,NotMeet,Meet
71129,1129,Leader,AS,1,Finance,CRA,SheHer,NoAnswer,Caucasian,10129,779,I501,102,2020-06-01,1,3,2,false,3,true,true,true,false,false,false,false,false,false,false,NotMeet,NotMeet
71130,1130,Leader,EC,2,Security,TC,NoAnswer,Bisexual,Asian,10130,779,I501,101,2020-06-01,1,3,1,false,5,false,true,false,true,false,false,false,false,false,false,NotMeet,NotMeet
71130,1130,Leader,EC,2,Security,TC,NoAnswer,Bisexual,Asian,10130,779,I501,102,2020-06-01,1,3,2,true,6,false,false,true,false,false,false,false,false,false,false,Meet,Meet
71131,1131,Leader,PE,1,Finance,DFO,TheyThem,Heterosexual,Caucasian,10131,779,I501,101,2020-06-01,3,5,3,true,9,false,false,false,false,true,false,false,false,false,false,Meet,NotMeet
71131,1131,Leader,PE,1,Finance,DFO,TheyThem,Heterosexual,Caucasian,10131,779,I501,102,2020-06-01,3,5,4,true,10,true,true,true,true,false,false,false,false,false,false,Exceeded,Exceeded
71132,1132,SeniorLeader,IS,1,ComputerScience,CBSA,TheyThem,Heterosexual,Indigenous,10132,779,I501,101,2020-06-01,0,2,0,true,6,false,true,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71132,1132,SeniorLeader,IS,1,ComputerScience,CBSA,TheyThem,Heterosexual,Indigenous,10132,779,I501,102,2020-06-01,0,2,1,true,6,false,true,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71133,1133,Manager,IS,1,Audit,CBSA,TheyThem,Homosexual,Black,10133,779,I501,101,2020-06-01,4,6,4,true,8,true,true,true,false,true,true,false,false,false,false,NotMeet,Exceeded
71133,1133,Manager,IS,1,Audit,CBSA,TheyThem,Homosexual,Black,10133,779,I501,102,2020-06-01,4,6,5,false,5,false,false,false,false,false,false,false,false,false,false,Meet,NotMeet
71134,1134,Employee,IS,5,Administrative,FIN,SheHer,Bisexual,Black,10134,779,I501,101,2020-06-01,2,4,2,true,7,false,false,false,false,true,false,false,false,false,false,Exceeded,Exceeded
71134,1134,Employee,IS,5,Administrative,FIN,SheHer,Bisexual,Black,10134,779,I501,102,2020-06-01,2,4,3,false,5,true,false,false,false,true,true,false,false,false,false,Meet,Exceeded
71135,1135,Leader,FB,5,Regulatory,CRA,NoAnswer,Heterosexual,Asian,10135,779,I501,101,2020-06-01,1,3,1,true,6,false,true,false,true,false,true,false,false,false,false,Exceeded,Exceeded
71135,1135,Leader,FB,5,Regulatory,CRA,NoAnswer,Heterosexual,Asian,10135,779,I501,102,2020-06-01,1,3,2,true,7,false,false,false,false,false,false,false,false,false,false,Exceeded,Meet
71136,1136,SeniorLeader,IS,1,Administrative,CSPS,SheHer,Heterosexual,Maui,10136,779,I501,101,2020-06-01,5,7,6,true,10,false,false,true,false,false,false,false,false,false,false,NotMeet,NotMeet
71136,1136,SeniorLeader,IS,1,Administrative,CSPS,SheHer,Heterosexual,Maui,10136,779,I501,102,2020-06-01,5,7,6,false,5,false,false,false,false,false,false,false,false,false,false,NotMeet,Meet
71137,1137,Leader,LotsMore,6,Science,ISED,NoAnswer,Heterosexual,Indigenous,10137,779,I501,101,2020-06-01,5,7,5,false,3,false,false,false,false,false,false,false,false,false,false,Meet,Meet
71137,1137,Leader,LotsMore,6,Science,ISED,NoAnswer,Heterosexual,Indigenous,10137,779,I501,102,2020-06-01,5,7,5,false,3,false,false,false,false,false,false,false,false,false,false,Meet,NotMeet
71138,1138,SeniorLeader,PM,6,Audit,CRA,NoAnswer,Heterosexual,Maui,10138,779,I501,101,2020-06-01,6,8,6,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71138,1138,SeniorLeader,PM,6,Audit,CRA,NoAnswer,Heterosexual,Maui,10138,779,I501,102,2020-06-01,6,8,6,false,4,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71139,1139,Manager,PE,6,Science,FIN,HeHim,Heterosexual,Maui,10139,779,I501,101,2020-06-01,2,4,2,false,3,true,false,false,false,false,true,false,false,false,false,Exceeded,NotMeet
71139,1139,Manager,PE,6,Science,FIN,HeHim,Heterosexual,Maui,10139,779,I501,102,2020-06-01,2,4,3,true,7,true,false,true,false,false,true,false,false,false,false,NotMeet,NotMeet
71140,1140,Specialist,FB,6,Legal,DFO,HeHim,Heterosexual,Caucasian,10140,779,I501,101,2020-06-01,3,8,3,false,3,false,true,false,true,false,false,false,false,false,false,Exceeded,NotMeet
71140,1140,Specialist,FB,6,Legal,DFO,HeHim,Heterosexual,Caucasian,10140,779,I501,102,2020-06-01,3,8,3,false,3,false,false,false,false,false,false,false,false,false,false,Exceeded,NotMeet
71141,1141,Employee,FB,5,Administrative,PS,NoAnswer,Heterosexual,Caucasian,10141,779,I501,101,2020-06-01,3,5,3,false,3,true,true,true,false,false,false,false,false,false,false,NotMeet,Exceeded
71141,1141,Employee,FB,5,Administrative,PS,NoAnswer,Heterosexual,Caucasian,10141,779,I501,102,2020-06-01,3,5,4,true,9,false,false,true,false,false,true,false,false,false,false,Meet,NotMeet
71142,1142,Leader,CR,4,Administrative,TC,SheHer,Heterosexual,Asian,10142,779,I501,101,2020-06-01,5,7,5,true,8,true,true,true,false,false,false,false,false,false,false,NotMeet,Exceeded
71142,1142,Leader,CR,4,Administrative,TC,SheHer,Heterosexual,Asian,10142,779,I501,102,2020-06-01,5,7,6,true,6,true,false,true,false,true,false,false,false,false,false,Meet,NotMeet
71143,1143,Manager,PE,5,Finance,CBSA,SheHer,Heterosexual,Caucasian,10143,779,I501,101,2020-06-01,0,2,0,true,7,true,true,false,false,false,false,false,false,false,false,Exceeded,NotMeet
71143,1143,Manager,PE,5,Finance,CBSA,SheHer,Heterosexual,Caucasian,10143,779,I501,102,2020-06-01,0,2,1,true,10,true,false,false,true,true,false,false,false,false,false,Meet,Meet
71144,1144,Manager,LotsMore,5,Finance,NRCan,NoAnswer,Homosexual,Asian,10144,779,I501,101,2020-06-01,1,3,1,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,Meet
71144,1144,Manager,LotsMore,5,Finance,NRCan,NoAnswer,Homosexual,Asian,10144,779,I501,102,2020-06-01,1,3,1,false,3,false,false,false,false,false,false,false,false,false,false,Meet,NotMeet
71145,1145,Leader,IS,1,Security,StatsCan,SheHer,Heterosexual,Indigenous,10145,779,I501,101,2020-06-01,2,7,2,false,3,true,false,false,false,false,false,false,false,false,false,Exceeded,Meet
71145,1145,Leader,IS,1,Security,StatsCan,SheHer,Heterosexual,Indigenous,10145,779,I501,102,2020-06-01,2,7,2,true,6,false,false,false,true,true,true,false,false,false,false,NotMeet,Exceeded
71146,1146,Manager,CR,6,Finance,FIN,HeHim,Heterosexual,NoAnswer,10146,779,I501,101,2020-06-01,3,5,4,true,10,true,true,true,true,false,true,false,false,false,false,Meet,Exceeded
71146,1146,Manager,CR,6,Finance,FIN,HeHim,Heterosexual,NoAnswer,10146,779,I501,102,2020-06-01,3,5,5,true,10,true,false,true,true,true,true,false,false,false,false,NotMeet,Exceeded
71147,1147,Manager,PE,5,Science,PSC,HeHim,Heterosexual,Black,10147,779,I501,101,2020-06-01,5,7,5,false,3,true,false,false,true,false,false,false,false,false,false,Meet,NotMeet
71147,1147,Manager,PE,5,Science,PSC,HeHim,Heterosexual,Black,10147,779,I501,102,2020-06-01,5,7,5,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,Meet
71148,1148,Specialist,CR,4,HumanResources,CRA,SheHer,Heterosexual,Asian,10148,779,I501,101,2020-06-01,2,4,3,true,10,false,true,true,true,false,true,false,false,false,false,Meet,NotMeet
71148,1148,Specialist,CR,4,HumanResources,CRA,SheHer,Heterosexual,Asian,10148,779,I501,102,2020-06-01,2,4,3,true,9,false,false,false,true,false,false,false,false,false,false,NotMeet,Exceeded
71149,1149,SeniorLeader,CR,3,Science,ESDC,SheHer,Homosexual,Indigenous,10149,779,I501,101,2020-06-01,0,2,0,false,4,false,false,false,false,true,false,false,false,false,false,Exceeded,Meet
71149,1149,SeniorLeader,CR,3,Science,ESDC,SheHer,Homosexual,Indigenous,10149,779,I501,102,2020-06-01,0,2,1,true,10,true,false,true,false,true,true,false,false,false,false,Meet,Meet
71150,1150,Employee,IS,5,All,NRCan,TheyThem,Bisexual,Caucasian,10150,779,I501,101,2020-06-01,5,7,5,false,4,true,true,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71150,1150,Employee,IS,5,All,NRCan,TheyThem,Bisexual,Caucasian,10150,779,I501,102,2020-06-01,5,7,5,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,Exceeded
71151,1151,Employee,CR,5,Science,CSPS,TheyThem,Heterosexual,Black,10151,779,I501,101,2020-06-01,1,5,1,false,4,false,false,false,false,false,true,false,false,false,false,Exceeded,NotMeet
71151,1151,Employee,CR,5,Science,CSPS,TheyThem,Heterosexual,Black,10151,779,I501,102,2020-06-01,1,5,1,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71152,1152,Employee,LotsMore,4,All,ISED,HeHim,Homosexual,Caucasian,10152,779,I501,101,2020-06-01,0,2,0,false,3,true,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71152,1152,Employee,LotsMore,4,All,ISED,HeHim,Homosexual,Caucasian,10152,779,I501,102,2020-06-01,0,2,0,false,3,true,false,false,true,true,false,false,false,false,false,NotMeet,Meet
71153,1153,SeniorLeader,EC,2,Science,PSC,NoAnswer,Heterosexual,Indigenous,10153,779,I501,101,2020-06-01,5,7,5,false,4,true,true,false,false,false,false,false,false,false,false,Meet,NotMeet
71153,1153,SeniorLeader,EC,2,Science,PSC,NoAnswer,Heterosexual,Indigenous,10153,779,I501,102,2020-06-01,5,7,6,true,10,true,true,false,true,false,false,false,false,false,false,Exceeded,Exceeded
71154,1154,Manager,CR,3,Research,CSPS,TheyThem,Heterosexual,Caucasian,10154,779,I501,101,2020-06-01,3,5,3,false,5,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71154,1154,Manager,CR,3,Research,CSPS,TheyThem,Heterosexual,Caucasian,10154,779,I501,102,2020-06-01,3,5,3,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71155,1155,Leader,EC,4,Operations,IRCC,NoAnswer,Heterosexual,NoAnswer,10155,779,I501,101,2020-06-01,2,4,2,false,5,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71155,1155,Leader,EC,4,Operations,IRCC,NoAnswer,Heterosexual,NoAnswer,10155,779,I501,102,2020-06-01,2,4,2,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71156,1156,Manager,FB,4,Finance,TBS,TheyThem,Heterosexual,Caucasian,10156,779,I501,101,2020-06-01,2,4,2,false,5,false,false,false,false,false,true,false,false,false,false,NotMeet,NotMeet
71156,1156,Manager,FB,4,Finance,TBS,TheyThem,Heterosexual,Caucasian,10156,779,I501,102,2020-06-01,2,4,2,false,3,false,false,true,false,false,false,false,false,false,false,Meet,NotMeet
71157,1157,Manager,FB,6,Audit,PSC,HeHim,Heterosexual,NoAnswer,10157,779,I501,101,2020-06-01,6,8,6,false,4,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71157,1157,Manager,FB,6,Audit,PSC,HeHim,Heterosexual,NoAnswer,10157,779,I501,102,2020-06-01,6,8,6,false,3,false,false,false,false,false,false,false,false,false,false,Meet,NotMeet
71158,1158,Manager,AS,3,Administrative,ISED,HeHim,Bisexual,Black,10158,779,I501,101,2020-06-01,0,2,0,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71158,1158,Manager,AS,3,Administrative,ISED,HeHim,Bisexual,Black,10158,779,I501,102,2020-06-01,0,2,0,false,4,false,true,false,true,false,true,false,false,false,false,Exceeded,NotMeet
71159,1159,Specialist,CR,3,All,TC,TheyThem,Heterosexual,Caucasian,10159,779,I501,101,2020-06-01,2,4,2,true,8,false,true,false,true,false,false,false,false,false,false,Exceeded,Exceeded
71159,1159,Specialist,CR,3,All,TC,TheyThem,Heterosexual,Caucasian,10159,779,I501,102,2020-06-01,2,4,3,true,9,false,true,true,false,true,false,false,false,false,false,Exceeded,Meet
71160,1160,SeniorLeader,CR,2,Audit,IRCC,TheyThem,Heterosexual,Caucasian,10160,779,I501,101,2020-06-01,3,5,4,true,10,false,true,true,true,false,false,false,false,false,false,NotMeet,Exceeded
71160,1160,SeniorLeader,CR,2,Audit,IRCC,TheyThem,Heterosexual,Caucasian,10160,779,I501,102,2020-06-01,3,5,4,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71161,1161,Employee,PE,4,All,PSC,HeHim,Heterosexual,Maui,10161,779,I501,101,2020-06-01,2,4,2,false,5,false,false,false,false,true,false,false,false,false,false,Meet,NotMeet
71161,1161,Employee,PE,4,All,PSC,HeHim,Heterosexual,Maui,10161,779,I501,102,2020-06-01,2,4,2,false,4,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71162,1162,Manager,PM,2,All,ESDC,NoAnswer,NoAnswer,NoAnswer,10162,779,I501,101,2020-06-01,1,3,1,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,Meet
71162,1162,Manager,PM,2,All,ESDC,NoAnswer,NoAnswer,NoAnswer,10162,779,I501,102,2020-06-01,1,3,1,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71163,1163,Employee,PE,3,Operations,PS,SheHer,Heterosexual,Maui,10163,779,I501,101,2020-06-01,0,2,0,false,4,false,false,true,false,false,false,false,false,false,false,NotMeet,NotMeet
71163,1163,Employee,PE,3,Operations,PS,SheHer,Heterosexual,Maui,10163,779,I501,102,2020-06-01,0,2,0,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71164,1164,Employee,PM,2,All,PS,TheyThem,Heterosexual,Caucasian,10164,779,I501,101,2020-06-01,6,8,6,true,7,false,false,true,true,false,true,false,false,false,false,NotMeet,Exceeded
71164,1164,Employee,PM,2,All,PS,TheyThem,Heterosexual,Caucasian,10164,779,I501,102,2020-06-01,6,8,7,false,3,false,false,false,false,false,false,false,false,false,false,Meet,NotMeet
71165,1165,Manager,EC,6,Operations,TC,NoAnswer,Homosexual,Asian,10165,779,I501,101,2020-06-01,1,3,1,false,3,false,false,true,true,false,false,false,false,false,false,NotMeet,Exceeded
71165,1165,Manager,EC,6,Operations,TC,NoAnswer,Homosexual,Asian,10165,779,I501,102,2020-06-01,1,3,1,false,3,false,false,false,false,false,true,false,false,false,false,NotMeet,NotMeet
71166,1166,Manager,IS,1,Research,TBS,HeHim,Heterosexual,NoAnswer,10166,779,I501,101,2020-06-01,3,5,3,false,3,true,true,true,false,false,false,false,false,false,false,Meet,Exceeded
71166,1166,Manager,IS,1,Research,TBS,HeHim,Heterosexual,NoAnswer,10166,779,I501,102,2020-06-01,3,5,4,true,9,true,true,true,true,false,false,false,false,false,false,NotMeet,Exceeded
71167,1167,Leader,FB,2,Audit,CRA,TheyThem,Heterosexual,Caucasian,10167,779,I501,101,2020-06-01,4,7,4,true,7,true,true,false,true,false,false,false,false,false,false,NotMeet,NotMeet
71167,1167,Leader,FB,2,Audit,CRA,TheyThem,Heterosexual,Caucasian,10167,779,I501,102,2020-06-01,4,7,5,true,7,true,false,false,false,true,false,false,false,false,false,NotMeet,NotMeet
71168,1168,Specialist,EC,6,Policy,FIN,SheHer,Homosexual,Indigenous,10168,779,I501,101,2020-06-01,2,6,2,false,3,true,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71168,1168,Specialist,EC,6,Policy,FIN,SheHer,Homosexual,Indigenous,10168,779,I501,102,2020-06-01,2,6,3,true,10,true,true,true,true,false,true,false,false,false,false,Exceeded,Exceeded
71169,1169,Specialist,AS,2,Science,StatsCan,NoAnswer,Bisexual,Caucasian,10169,779,I501,101,2020-06-01,5,7,5,true,6,false,true,false,false,false,false,false,false,false,false,Meet,NotMeet
71169,1169,Specialist,AS,2,Science,StatsCan,NoAnswer,Bisexual,Caucasian,10169,779,I501,102,2020-06-01,5,7,5,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71170,1170,Specialist,LotsMore,1,Security,ESDC,SheHer,Heterosexual,Black,10170,779,I501,101,2020-06-01,1,7,1,false,4,false,true,true,false,false,false,false,false,false,false,Meet,NotMeet
71170,1170,Specialist,LotsMore,1,Security,ESDC,SheHer,Heterosexual,Black,10170,779,I501,102,2020-06-01,1,7,1,false,4,false,true,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71171,1171,Leader,LotsMore,6,ComputerScience,TC,NoAnswer,Homosexual,Caucasian,10171,779,I501,101,2020-06-01,3,5,3,true,7,false,true,true,false,false,false,false,false,false,false,Meet,NotMeet
71171,1171,Leader,LotsMore,6,ComputerScience,TC,NoAnswer,Homosexual,Caucasian,10171,779,I501,102,2020-06-01,3,5,4,true,7,false,false,false,true,false,true,false,false,false,false,Exceeded,Exceeded
71172,1172,Manager,FB,4,Administrative,CBSA,TheyThem,Bisexual,Maui,10172,779,I501,101,2020-06-01,2,4,2,true,7,true,false,true,true,false,true,false,false,false,false,NotMeet,Exceeded
71172,1172,Manager,FB,4,Administrative,CBSA,TheyThem,Bisexual,Maui,10172,779,I501,102,2020-06-01,2,4,3,true,9,true,true,true,false,true,true,false,false,false,false,NotMeet,Exceeded
71173,1173,Specialist,AS,1,ComputerScience,CBSA,NoAnswer,Homosexual,Black,10173,779,I501,101,2020-06-01,5,7,5,true,6,false,true,false,true,false,true,false,false,false,false,NotMeet,Meet
71173,1173,Specialist,AS,1,ComputerScience,CBSA,NoAnswer,Homosexual,Black,10173,779,I501,102,2020-06-01,5,7,6,true,7,true,true,false,true,false,false,false,false,false,false,Exceeded,Exceeded
71174,1174,Leader,FB,6,Audit,IRCC,NoAnswer,Heterosexual,Caucasian,10174,779,I501,101,2020-06-01,2,4,2,false,3,false,false,false,false,false,false,false,false,false,false,Meet,Meet
71174,1174,Leader,FB,6,Audit,IRCC,NoAnswer,Heterosexual,Caucasian,10174,779,I501,102,2020-06-01,2,4,2,false,3,false,false,true,false,false,false,false,false,false,false,NotMeet,Meet
71175,1175,SeniorLeader,LotsMore,2,All,FIN,NoAnswer,Heterosexual,Caucasian,10175,779,I501,101,2020-06-01,0,2,0,true,7,false,true,false,false,false,true,false,false,false,false,NotMeet,NotMeet
71175,1175,SeniorLeader,LotsMore,2,All,FIN,NoAnswer,Heterosexual,Caucasian,10175,779,I501,102,2020-06-01,0,2,1,true,10,true,true,true,false,true,false,false,false,false,false,Meet,Exceeded
71176,1176,Employee,LotsMore,6,Security,CBSA,NoAnswer,Heterosexual,Maui,10176,779,I501,101,2020-06-01,5,7,5,true,8,false,false,false,false,false,true,false,false,false,false,Exceeded,Exceeded
71176,1176,Employee,LotsMore,6,Security,CBSA,NoAnswer,Heterosexual,Maui,10176,779,I501,102,2020-06-01,5,7,6,true,10,false,false,true,true,false,true,false,false,false,false,Exceeded,Exceeded
71177,1177,Manager,PE,6,Regulatory,StatsCan,NoAnswer,Bisexual,Caucasian,10177,779,I501,101,2020-06-01,3,5,3,true,8,true,true,true,false,false,true,false,false,false,false,NotMeet,NotMeet
71177,1177,Manager,PE,6,Regulatory,StatsCan,NoAnswer,Bisexual,Caucasian,10177,779,I501,102,2020-06-01,3,5,4,false,3,true,true,true,false,false,false,false,false,false,false,NotMeet,NotMeet
71178,1178,Specialist,AS,2,Science,ISED,TheyThem,Heterosexual,NoAnswer,10178,779,I501,101,2020-06-01,3,6,3,false,3,false,false,false,false,false,false,false,false,false,false,Meet,NotMeet
71178,1178,Specialist,AS,2,Science,ISED,TheyThem,Heterosexual,NoAnswer,10178,779,I501,102,2020-06-01,3,6,3,false,5,false,false,false,false,false,true,false,false,false,false,NotMeet,Exceeded
71179,1179,Leader,IS,3,Science,TC,HeHim,NoAnswer,Black,10179,779,I501,101,2020-06-01,2,4,2,true,9,true,false,true,false,false,true,false,false,false,false,Exceeded,Exceeded
71179,1179,Leader,IS,3,Science,TC,HeHim,NoAnswer,Black,10179,779,I501,102,2020-06-01,2,4,3,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71180,1180,Manager,FB,2,Administrative,ESDC,NoAnswer,Heterosexual,Caucasian,10180,779,I501,101,2020-06-01,4,6,4,false,4,false,false,false,false,false,false,false,false,false,false,NotMeet,Exceeded
71180,1180,Manager,FB,2,Administrative,ESDC,NoAnswer,Heterosexual,Caucasian,10180,779,I501,102,2020-06-01,4,6,4,false,3,true,true,false,false,true,true,false,false,false,false,Exceeded,NotMeet
71181,1181,Manager,EC,4,Finance,FIN,HeHim,Homosexual,Maui,10181,779,I501,101,2020-06-01,0,2,0,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
71181,1181,Manager,EC,4,Finance,FIN,HeHim,Homosexual,Maui,10181,779,I501,102,2020-06-01,0,2,0,true,6,false,false,false,true,true,false,false,false,false,false,Exceeded,Exceeded
