id,group,level,pronouns,sexuality,ethnicity,offering,learning_product,module,date_stamp,current_skill,desired_skill,final_skill,recommend,rating,clear,entertaining,relevant,informative,useful,inclusive,easy,difficult,long,short,lo_1,lo_2
70360,PE,2,NoAnswer,Heterosexual,NoAnswer,778,I501,102,2020-06-00,3,5,4,true,9,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70361,IS,5,TheyThem,NoAnswer,Caucasian,778,I501,101,2020-06-00,1,3,1,false,3,false,false,false,false,false,false,false,false,false,false,Meet,NotMeet
70361,IS,5,TheyThem,NoAnswer,Caucasian,778,I501,102,2020-06-00,1,3,1,false,5,false,false,false,false,false,false,false,false,false,false,Meet,Meet
70362,FB,6,SheHer,NoAnswer,Caucasian,778,I501,101,2020-06-00,0,2,0,true,7,false,false,true,true,false,false,false,false,false,false,Exceeded,NotMeet
70362,FB,6,SheHer,NoAnswer,Caucasian,778,I501,102,2020-06-00,0,2,1,true,7,false,false,true,false,true,false,false,false,false,false,Exceeded,Exceeded
70363,LotsMore,5,TheyThem,Heterosexual,NoAnswer,778,I501,101,2020-06-00,4,6,4,true,8,false,false,true,true,true,true,false,false,false,false,Exceeded,NotMeet
70363,LotsMore,5,TheyThem,Heterosexual,NoAnswer,778,I501,102,2020-06-00,4,6,5,true,7,true,true,false,false,true,true,false,false,false,false,Exceeded,Exceeded
70364,PM,4,HeHim,Heterosexual,Maui,778,I501,101,2020-06-00,2,4,2,false,5,true,false,false,false,false,false,false,false,false,false,Exceeded,Exceeded
70364,PM,4,HeHim,Heterosexual,Maui,778,I501,102,2020-06-00,2,4,3,true,10,true,true,false,true,true,true,false,false,false,false,Exceeded,Exceeded
70365,LotsMore,5,SheHer,Heterosexual,Maui,778,I501,101,2020-06-00,2,4,3,true,10,true,false,true,true,true,false,false,false,false,false,NotMeet,Exceeded
70365,LotsMore,5,SheHer,Heterosexual,Maui,778,I501,102,2020-06-00,2,4,3,true,6,false,false,true,false,true,true,false,false,false,false,NotMeet,NotMeet
70366,PM,6,HeHim,Heterosexual,Maui,778,I501,101,2020-06-00,3,6,3,false,3,true,false,false,false,false,false,false,false,false,false,Exceeded,NotMeet
70366,PM,6,HeHim,Heterosexual,Maui,778,I501,102,2020-06-00,3,6,3,false,3,false,false,false,false,false,false,false,false,false,false,Meet,NotMeet
70367,PE,4,NoAnswer,Heterosexual,NoAnswer,778,I501,101,2020-06-00,9,11,9,false,5,false,true,true,false,true,false,false,false,false,false,NotMeet,Meet
70367,PE,4,NoAnswer,Heterosexual,NoAnswer,778,I501,102,2020-06-00,9,11,10,false,5,false,false,true,false,true,false,false,false,false,false,Meet,Meet
70368,IS,6,HeHim,Homosexual,Caucasian,778,I501,101,2020-06-00,1,3,1,false,5,false,false,false,true,true,false,false,false,false,false,NotMeet,NotMeet
70368,IS,6,HeHim,Homosexual,Caucasian,778,I501,102,2020-06-00,1,3,2,true,8,true,false,true,false,false,false,false,false,false,false,Exceeded,NotMeet
70369,PE,4,HeHim,Homosexual,Caucasian,778,I501,101,2020-06-00,3,5,3,true,8,true,false,true,false,true,false,false,false,false,false,NotMeet,Meet
70369,PE,4,HeHim,Homosexual,Caucasian,778,I501,102,2020-06-00,3,5,4,false,5,false,false,false,false,false,false,false,false,false,false,Meet,NotMeet
70370,IS,3,SheHer,NoAnswer,Asian,778,I501,101,2020-06-00,2,4,2,true,6,false,false,true,true,false,false,false,false,false,false,Exceeded,Exceeded
70370,IS,3,SheHer,NoAnswer,Asian,778,I501,102,2020-06-00,2,4,2,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70371,AS,2,TheyThem,Bisexual,Black,778,I501,101,2020-06-00,1,3,1,true,6,false,false,false,false,false,false,false,false,false,false,Meet,Meet
70371,AS,2,TheyThem,Bisexual,Black,778,I501,102,2020-06-00,1,3,2,true,10,false,false,true,true,false,true,false,false,false,false,Meet,Meet
70372,IS,6,SheHer,Heterosexual,Caucasian,778,I501,101,2020-06-00,4,6,5,true,10,true,true,true,true,true,true,false,false,false,false,Exceeded,Meet
70372,IS,6,SheHer,Heterosexual,Caucasian,778,I501,102,2020-06-00,4,6,5,true,9,true,true,true,true,true,true,false,false,false,false,Exceeded,Exceeded
70373,IS,3,NoAnswer,Homosexual,Caucasian,778,I501,101,2020-06-00,3,5,3,false,3,false,false,false,true,false,false,false,false,false,false,Exceeded,NotMeet
70373,IS,3,NoAnswer,Homosexual,Caucasian,778,I501,102,2020-06-00,3,5,3,true,6,true,true,false,false,false,true,false,false,false,false,Exceeded,Meet
70374,CR,6,HeHim,Heterosexual,Caucasian,778,I501,101,2020-06-00,1,3,1,true,6,false,false,false,true,false,false,false,false,false,false,NotMeet,Meet
70374,CR,6,HeHim,Heterosexual,Caucasian,778,I501,102,2020-06-00,1,3,1,false,3,false,false,false,false,false,false,false,false,false,false,Meet,NotMeet
70375,PM,3,NoAnswer,Bisexual,Maui,778,I501,101,2020-06-00,4,6,5,true,10,false,false,false,true,false,false,false,false,false,false,Meet,NotMeet
70375,PM,3,NoAnswer,Bisexual,Maui,778,I501,102,2020-06-00,4,6,5,false,3,false,true,true,false,false,false,false,false,false,false,Exceeded,NotMeet
70376,FB,3,NoAnswer,Heterosexual,Caucasian,778,I501,101,2020-06-00,5,8,5,true,9,true,false,false,false,true,false,false,false,false,false,NotMeet,NotMeet
70376,FB,3,NoAnswer,Heterosexual,Caucasian,778,I501,102,2020-06-00,5,8,6,false,4,true,true,true,true,false,true,false,false,false,false,Exceeded,NotMeet
70377,CR,2,NoAnswer,Homosexual,Indigenous,778,I501,101,2020-06-00,5,7,5,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70377,CR,2,NoAnswer,Homosexual,Indigenous,778,I501,102,2020-06-00,5,7,5,false,5,false,false,false,false,false,false,false,false,false,false,NotMeet,Meet
70378,AS,4,HeHim,NoAnswer,Asian,778,I501,101,2020-06-00,2,4,2,false,4,false,false,true,true,false,false,false,false,false,false,Exceeded,NotMeet
70378,AS,4,HeHim,NoAnswer,Asian,778,I501,102,2020-06-00,2,4,3,true,6,false,false,true,true,false,true,false,false,false,false,NotMeet,NotMeet
70379,EC,6,HeHim,Bisexual,Caucasian,778,I501,101,2020-06-00,2,4,2,false,5,false,false,false,false,false,false,false,false,false,false,NotMeet,Exceeded
70379,EC,6,HeHim,Bisexual,Caucasian,778,I501,102,2020-06-00,2,4,2,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70380,LotsMore,1,HeHim,NoAnswer,Black,778,I501,101,2020-06-00,2,4,2,true,9,true,false,true,true,true,true,false,false,false,false,Exceeded,Exceeded
70380,LotsMore,1,HeHim,NoAnswer,Black,778,I501,102,2020-06-00,2,4,3,true,10,false,true,true,true,false,true,false,false,false,false,Exceeded,Meet
70381,EC,1,TheyThem,Bisexual,Black,778,I501,101,2020-06-00,4,6,4,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70381,EC,1,TheyThem,Bisexual,Black,778,I501,102,2020-06-00,4,6,5,true,7,false,false,false,false,false,false,false,false,false,false,Exceeded,NotMeet
70382,CR,2,SheHer,Heterosexual,Maui,778,I501,101,2020-06-00,1,3,1,true,6,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70382,CR,2,SheHer,Heterosexual,Maui,778,I501,102,2020-06-00,1,3,1,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70383,AS,1,SheHer,NoAnswer,Maui,778,I501,101,2020-06-00,2,5,2,false,3,false,false,false,false,true,false,false,false,false,false,NotMeet,Meet
70383,AS,1,SheHer,NoAnswer,Maui,778,I501,102,2020-06-00,2,5,2,false,4,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70384,IS,5,NoAnswer,Homosexual,Maui,778,I501,101,2020-06-00,2,4,2,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,Meet
70384,IS,5,NoAnswer,Homosexual,Maui,778,I501,102,2020-06-00,2,4,2,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70385,AS,6,HeHim,Heterosexual,NoAnswer,778,I501,101,2020-06-00,6,8,6,false,3,true,false,false,false,false,false,false,false,false,false,Meet,Meet
70385,AS,6,HeHim,Heterosexual,NoAnswer,778,I501,102,2020-06-00,6,8,7,true,7,false,false,true,true,false,true,false,false,false,false,NotMeet,Meet
70386,IS,6,TheyThem,Heterosexual,Asian,778,I501,101,2020-06-00,3,6,3,true,7,true,false,false,false,true,true,false,false,false,false,Exceeded,Exceeded
70386,IS,6,TheyThem,Heterosexual,Asian,778,I501,102,2020-06-00,3,6,4,true,7,true,true,true,true,true,true,false,false,false,false,Exceeded,Exceeded
70387,PM,4,SheHer,Bisexual,Asian,778,I501,101,2020-06-00,2,4,2,false,4,false,true,true,true,false,false,false,false,false,false,Exceeded,NotMeet
70387,PM,4,SheHer,Bisexual,Asian,778,I501,102,2020-06-00,2,4,3,true,8,true,true,true,true,false,true,false,false,false,false,Meet,NotMeet
70388,LotsMore,2,SheHer,Heterosexual,NoAnswer,778,I501,101,2020-06-00,4,6,4,false,4,false,false,false,false,false,false,false,false,false,false,NotMeet,Meet
70388,LotsMore,2,SheHer,Heterosexual,NoAnswer,778,I501,102,2020-06-00,4,6,4,false,3,false,false,true,false,true,false,false,false,false,false,Meet,NotMeet
70389,LotsMore,1,HeHim,Bisexual,Caucasian,778,I501,101,2020-06-00,0,2,0,false,4,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70389,LotsMore,1,HeHim,Bisexual,Caucasian,778,I501,102,2020-06-00,0,2,1,true,6,false,false,false,false,false,false,false,false,false,false,Exceeded,NotMeet
70390,FB,2,SheHer,Heterosexual,Caucasian,778,I501,101,2020-06-00,3,5,3,false,5,true,false,false,true,false,false,false,false,false,false,NotMeet,NotMeet
70390,FB,2,SheHer,Heterosexual,Caucasian,778,I501,102,2020-06-00,3,5,4,true,7,true,true,false,false,true,true,false,false,false,false,Exceeded,Meet
70391,FB,3,NoAnswer,Heterosexual,Asian,778,I501,101,2020-06-00,3,5,3,true,9,false,false,true,false,false,false,false,false,false,false,NotMeet,NotMeet
70391,FB,3,NoAnswer,Heterosexual,Asian,778,I501,102,2020-06-00,3,5,4,false,5,true,true,false,false,true,false,false,false,false,false,Exceeded,Meet
70392,LotsMore,4,HeHim,Heterosexual,Caucasian,778,I501,101,2020-06-00,2,4,2,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70392,LotsMore,4,HeHim,Heterosexual,Caucasian,778,I501,102,2020-06-00,2,4,2,true,6,true,true,false,false,true,false,false,false,false,false,NotMeet,Exceeded
70393,FB,6,SheHer,Bisexual,Indigenous,778,I501,101,2020-06-00,3,5,3,false,5,true,false,true,false,false,false,false,false,false,false,NotMeet,NotMeet
70393,FB,6,SheHer,Bisexual,Indigenous,778,I501,102,2020-06-00,3,5,4,true,6,true,true,true,false,true,false,false,false,false,false,NotMeet,Meet
70394,LotsMore,5,TheyThem,NoAnswer,Maui,778,I501,101,2020-06-00,7,9,7,true,7,true,false,true,true,true,false,false,false,false,false,Meet,Exceeded
70394,LotsMore,5,TheyThem,NoAnswer,Maui,778,I501,102,2020-06-00,7,9,8,true,6,false,false,false,true,false,true,false,false,false,false,Exceeded,Exceeded
70395,FB,2,SheHer,Heterosexual,Caucasian,778,I501,101,2020-06-00,5,7,5,true,9,true,false,true,false,false,false,false,false,false,false,Meet,NotMeet
70395,FB,2,SheHer,Heterosexual,Caucasian,778,I501,102,2020-06-00,5,7,6,true,10,false,false,true,false,true,false,false,false,false,false,Exceeded,Meet
70396,LotsMore,3,NoAnswer,Heterosexual,Asian,778,I501,101,2020-06-00,2,4,2,false,3,true,false,false,false,false,false,false,false,false,false,Exceeded,Meet
70396,LotsMore,3,NoAnswer,Heterosexual,Asian,778,I501,102,2020-06-00,2,4,2,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,Meet
70397,FB,2,HeHim,NoAnswer,Maui,778,I501,101,2020-06-00,4,6,4,true,8,false,false,false,false,true,false,false,false,false,false,Exceeded,Meet
70397,FB,2,HeHim,NoAnswer,Maui,778,I501,102,2020-06-00,4,6,5,true,8,true,true,true,false,true,false,false,false,false,false,Exceeded,Exceeded
70398,IS,6,NoAnswer,NoAnswer,Caucasian,778,I501,101,2020-06-00,0,2,0,false,4,false,false,false,false,false,false,false,false,false,false,Meet,NotMeet
70398,IS,6,NoAnswer,NoAnswer,Caucasian,778,I501,102,2020-06-00,0,2,0,false,3,false,false,false,false,false,true,false,false,false,false,NotMeet,NotMeet
70399,PE,3,HeHim,NoAnswer,Black,778,I501,101,2020-06-00,1,3,1,true,9,true,false,false,false,false,false,false,false,false,false,Exceeded,NotMeet
70399,PE,3,HeHim,NoAnswer,Black,778,I501,102,2020-06-00,1,3,2,true,10,false,true,true,true,false,true,false,false,false,false,Exceeded,Exceeded
70400,AS,6,SheHer,NoAnswer,Caucasian,778,I501,101,2020-06-00,2,4,2,false,3,false,false,true,false,false,false,false,false,false,false,NotMeet,NotMeet
70400,AS,6,SheHer,NoAnswer,Caucasian,778,I501,102,2020-06-00,2,4,2,false,4,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70401,PM,3,SheHer,Bisexual,Asian,778,I501,101,2020-06-00,4,6,4,false,5,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70401,PM,3,SheHer,Bisexual,Asian,778,I501,102,2020-06-00,4,6,5,true,7,false,true,true,true,true,false,false,false,false,false,NotMeet,NotMeet
70402,EC,5,TheyThem,Heterosexual,NoAnswer,778,I501,101,2020-06-00,4,6,4,true,8,true,false,true,true,true,false,false,false,false,false,Meet,Exceeded
70402,EC,5,TheyThem,Heterosexual,NoAnswer,778,I501,102,2020-06-00,4,6,5,true,8,false,false,false,true,true,true,false,false,false,false,Meet,Exceeded
70403,EC,2,HeHim,Heterosexual,Black,778,I501,101,2020-06-00,3,5,3,true,7,false,false,false,true,false,false,false,false,false,false,NotMeet,Meet
70403,EC,2,HeHim,Heterosexual,Black,778,I501,102,2020-06-00,3,5,4,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70404,PE,4,HeHim,Bisexual,NoAnswer,778,I501,101,2020-06-00,2,4,2,false,5,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70404,PE,4,HeHim,Bisexual,NoAnswer,778,I501,102,2020-06-00,2,4,2,false,3,false,false,false,false,false,true,false,false,false,false,Meet,NotMeet
70405,PM,2,TheyThem,Homosexual,NoAnswer,778,I501,101,2020-06-00,2,5,2,true,7,false,false,false,false,false,false,false,false,false,false,NotMeet,Meet
70405,PM,2,TheyThem,Homosexual,NoAnswer,778,I501,102,2020-06-00,2,5,3,true,6,true,true,false,true,false,false,false,false,false,false,Exceeded,Exceeded
70406,IS,1,TheyThem,Heterosexual,Maui,778,I501,101,2020-06-00,6,8,6,true,7,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70406,IS,1,TheyThem,Heterosexual,Maui,778,I501,102,2020-06-00,6,8,7,false,4,false,false,false,false,false,false,false,false,false,false,NotMeet,Meet
70407,PM,1,HeHim,Heterosexual,Maui,778,I501,101,2020-06-00,1,3,1,false,3,false,false,false,false,false,false,false,false,false,false,Meet,NotMeet
70407,PM,1,HeHim,Heterosexual,Maui,778,I501,102,2020-06-00,1,3,1,true,6,false,false,false,false,false,false,false,false,false,false,Meet,NotMeet
70408,PE,1,SheHer,Heterosexual,Black,778,I501,101,2020-06-00,1,3,1,false,5,false,false,true,false,false,false,false,false,false,false,Exceeded,Exceeded
70408,PE,1,SheHer,Heterosexual,Black,778,I501,102,2020-06-00,1,3,2,true,8,false,true,false,true,true,true,false,false,false,false,NotMeet,NotMeet
70409,PE,4,SheHer,Homosexual,Maui,778,I501,101,2020-06-00,3,5,3,true,6,true,false,true,true,true,true,false,false,false,false,Exceeded,Meet
70409,PE,4,SheHer,Homosexual,Maui,778,I501,102,2020-06-00,3,5,4,true,10,false,false,true,false,true,true,false,false,false,false,Meet,Exceeded
70410,PE,2,HeHim,Homosexual,Indigenous,778,I501,101,2020-06-00,3,5,3,true,8,true,false,true,true,true,true,false,false,false,false,Meet,Meet
70410,PE,2,HeHim,Homosexual,Indigenous,778,I501,102,2020-06-00,3,5,4,true,9,true,true,true,true,true,true,false,false,false,false,Meet,Exceeded
70411,PM,2,NoAnswer,Bisexual,Maui,778,I501,101,2020-06-00,0,4,0,true,6,false,false,true,false,false,false,false,false,false,false,Meet,NotMeet
70411,PM,2,NoAnswer,Bisexual,Maui,778,I501,102,2020-06-00,0,4,1,false,5,false,true,false,false,false,true,false,false,false,false,NotMeet,Exceeded
70412,IS,2,SheHer,Heterosexual,Caucasian,778,I501,101,2020-06-00,1,3,1,false,4,false,false,false,false,false,false,false,false,false,false,Meet,NotMeet
70412,IS,2,SheHer,Heterosexual,Caucasian,778,I501,102,2020-06-00,1,3,2,true,9,false,true,false,true,true,false,false,false,false,false,NotMeet,Exceeded
70413,CR,2,HeHim,Bisexual,Asian,778,I501,101,2020-06-00,2,4,2,true,9,true,false,false,true,false,false,false,false,false,false,Meet,NotMeet
70413,CR,2,HeHim,Bisexual,Asian,778,I501,102,2020-06-00,2,4,3,true,8,true,false,false,false,true,false,false,false,false,false,Exceeded,NotMeet
70414,PM,3,SheHer,Bisexual,Black,778,I501,101,2020-06-00,1,3,1,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,Meet
70414,PM,3,SheHer,Bisexual,Black,778,I501,102,2020-06-00,1,3,1,false,5,false,false,false,false,true,false,false,false,false,false,NotMeet,Meet
70415,LotsMore,5,HeHim,Heterosexual,Caucasian,778,I501,101,2020-06-00,3,7,3,true,9,true,false,true,true,true,false,false,false,false,false,Meet,Exceeded
70415,LotsMore,5,HeHim,Heterosexual,Caucasian,778,I501,102,2020-06-00,3,7,4,true,9,false,true,false,true,true,true,false,false,false,false,NotMeet,Exceeded
70416,IS,3,HeHim,Homosexual,Black,778,I501,101,2020-06-00,0,2,0,true,7,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70416,IS,3,HeHim,Homosexual,Black,778,I501,102,2020-06-00,0,2,1,false,5,true,true,false,true,true,false,false,false,false,false,Exceeded,Exceeded
70417,IS,6,TheyThem,Bisexual,NoAnswer,778,I501,101,2020-06-00,2,4,2,true,6,false,true,false,true,false,false,false,false,false,false,Exceeded,NotMeet
70417,IS,6,TheyThem,Bisexual,NoAnswer,778,I501,102,2020-06-00,2,4,3,true,10,true,true,true,true,false,true,false,false,false,false,Meet,Exceeded
70418,FB,2,TheyThem,Heterosexual,Asian,778,I501,101,2020-06-00,2,4,2,true,8,true,false,true,true,true,false,false,false,false,false,NotMeet,Meet
70418,FB,2,TheyThem,Heterosexual,Asian,778,I501,102,2020-06-00,2,4,3,true,7,false,false,true,true,true,true,false,false,false,false,Exceeded,Exceeded
70419,PE,1,TheyThem,Heterosexual,Caucasian,778,I501,101,2020-06-00,6,8,6,false,5,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70419,PE,1,TheyThem,Heterosexual,Caucasian,778,I501,102,2020-06-00,6,8,7,false,5,false,false,false,false,true,false,false,false,false,false,Exceeded,NotMeet
70420,PE,5,SheHer,NoAnswer,Caucasian,778,I501,101,2020-06-00,6,8,6,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,Meet
70420,PE,5,SheHer,NoAnswer,Caucasian,778,I501,102,2020-06-00,6,8,6,false,5,false,false,true,false,true,false,false,false,false,false,Meet,Exceeded
70421,CR,4,SheHer,Heterosexual,Indigenous,778,I501,101,2020-06-00,0,4,0,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70421,CR,4,SheHer,Heterosexual,Indigenous,778,I501,102,2020-06-00,0,4,0,false,4,false,false,false,false,false,false,false,false,false,false,Exceeded,NotMeet
70422,LotsMore,3,HeHim,Heterosexual,Asian,778,I501,101,2020-06-00,3,5,3,true,7,true,false,true,true,false,false,false,false,false,false,Exceeded,NotMeet
70422,LotsMore,3,HeHim,Heterosexual,Asian,778,I501,102,2020-06-00,3,5,4,true,9,false,true,false,true,true,false,false,false,false,false,Meet,Exceeded
70423,CR,1,HeHim,Bisexual,Caucasian,778,I501,101,2020-06-00,4,6,4,false,3,true,false,true,false,false,false,false,false,false,false,NotMeet,NotMeet
70423,CR,1,HeHim,Bisexual,Caucasian,778,I501,102,2020-06-00,4,6,4,false,5,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70424,CR,5,HeHim,Heterosexual,Indigenous,778,I501,101,2020-06-00,5,7,5,false,3,false,false,false,false,false,true,false,false,false,false,Exceeded,Exceeded
70424,CR,5,HeHim,Heterosexual,Indigenous,778,I501,102,2020-06-00,5,7,5,false,5,false,true,false,false,false,false,false,false,false,false,Exceeded,NotMeet
70425,LotsMore,1,NoAnswer,Heterosexual,Black,778,I501,101,2020-06-00,6,8,6,false,4,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70425,LotsMore,1,NoAnswer,Heterosexual,Black,778,I501,102,2020-06-00,6,8,6,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70426,EC,3,SheHer,Heterosexual,Caucasian,778,I501,101,2020-06-00,6,8,6,false,4,false,false,false,false,true,false,false,false,false,false,Exceeded,NotMeet
70426,EC,3,SheHer,Heterosexual,Caucasian,778,I501,102,2020-06-00,6,8,7,true,9,true,true,true,true,true,true,false,false,false,false,Meet,Exceeded
70427,FB,6,NoAnswer,Heterosexual,Maui,778,I501,101,2020-06-00,2,4,2,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70427,FB,6,NoAnswer,Heterosexual,Maui,778,I501,102,2020-06-00,2,4,2,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70428,AS,1,HeHim,Bisexual,NoAnswer,778,I501,101,2020-06-00,5,7,5,true,9,true,false,true,true,true,false,false,false,false,false,Exceeded,Exceeded
70428,AS,1,HeHim,Bisexual,NoAnswer,778,I501,102,2020-06-00,5,7,6,true,7,false,true,false,true,false,false,false,false,false,false,NotMeet,Meet
70429,FB,2,SheHer,Bisexual,Black,778,I501,101,2020-06-00,3,5,4,true,10,false,false,false,true,false,false,false,false,false,false,NotMeet,Meet
70429,FB,2,SheHer,Bisexual,Black,778,I501,102,2020-06-00,3,5,4,true,6,true,true,false,true,true,true,false,false,false,false,Meet,Exceeded
70430,PE,5,TheyThem,Heterosexual,Maui,778,I501,101,2020-06-00,6,8,6,false,4,false,false,false,false,false,false,false,false,false,false,NotMeet,Meet
70430,PE,5,TheyThem,Heterosexual,Maui,778,I501,102,2020-06-00,6,8,6,false,5,false,false,false,false,true,false,false,false,false,false,Exceeded,Exceeded
70431,EC,1,HeHim,NoAnswer,NoAnswer,778,I501,101,2020-06-00,3,5,3,true,6,true,true,true,false,false,true,false,false,false,false,NotMeet,NotMeet
70431,EC,1,HeHim,NoAnswer,NoAnswer,778,I501,102,2020-06-00,3,5,3,false,3,false,true,false,false,false,false,false,false,false,false,Meet,NotMeet
70432,IS,5,HeHim,Heterosexual,Caucasian,778,I501,101,2020-06-00,3,5,3,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70432,IS,5,HeHim,Heterosexual,Caucasian,778,I501,102,2020-06-00,3,5,3,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,Meet
70433,EC,5,NoAnswer,Heterosexual,Asian,778,I501,101,2020-06-00,3,5,3,true,6,false,false,false,false,false,false,false,false,false,false,Meet,NotMeet
70433,EC,5,NoAnswer,Heterosexual,Asian,778,I501,102,2020-06-00,3,5,3,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70434,IS,4,HeHim,Bisexual,Caucasian,778,I501,101,2020-06-00,2,4,3,true,10,false,false,false,false,false,false,false,false,false,false,Exceeded,Meet
70434,IS,4,HeHim,Bisexual,Caucasian,778,I501,102,2020-06-00,2,4,3,true,6,false,true,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70435,CR,4,TheyThem,Heterosexual,Asian,778,I501,101,2020-06-00,1,7,1,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70435,CR,4,TheyThem,Heterosexual,Asian,778,I501,102,2020-06-00,1,7,2,true,7,false,true,false,true,true,true,false,false,false,false,Exceeded,Exceeded
70436,LotsMore,3,HeHim,Heterosexual,Caucasian,778,I501,101,2020-06-00,1,3,1,false,4,false,false,false,false,false,true,false,false,false,false,NotMeet,Exceeded
70436,LotsMore,3,HeHim,Heterosexual,Caucasian,778,I501,102,2020-06-00,1,3,2,true,8,false,true,false,true,false,true,false,false,false,false,NotMeet,Meet
70437,FB,3,NoAnswer,Heterosexual,Caucasian,778,I501,101,2020-06-00,3,5,3,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70437,FB,3,NoAnswer,Heterosexual,Caucasian,778,I501,102,2020-06-00,3,5,3,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,NotMeet
70438,EC,3,NoAnswer,Heterosexual,Caucasian,778,I501,101,2020-06-00,2,4,2,true,7,false,false,true,false,false,false,false,false,false,false,Exceeded,Exceeded
70438,EC,3,NoAnswer,Heterosexual,Caucasian,778,I501,102,2020-06-00,2,4,3,false,5,false,true,true,true,false,false,false,false,false,false,NotMeet,Exceeded
70439,IS,6,HeHim,Heterosexual,Indigenous,778,I501,101,2020-06-00,5,8,5,false,4,true,true,false,false,false,false,false,false,false,false,NotMeet,Exceeded
70439,IS,6,HeHim,Heterosexual,Indigenous,778,I501,102,2020-06-00,5,8,6,true,7,false,true,true,false,false,true,false,false,false,false,Meet,NotMeet
70440,LotsMore,3,TheyThem,NoAnswer,NoAnswer,778,I501,101,2020-06-00,1,3,1,false,3,false,false,true,false,false,false,false,false,false,false,NotMeet,Exceeded
70440,LotsMore,3,TheyThem,NoAnswer,NoAnswer,778,I501,102,2020-06-00,1,3,1,false,3,false,false,false,false,false,false,false,false,false,false,NotMeet,Meet
70441,LotsMore,5,TheyThem,NoAnswer,NoAnswer,778,I501,101,2020-06-00,6,8,6,true,6,false,false,false,true,false,false,false,false,false,false,NotMeet,Exceeded
70441,LotsMore,5,TheyThem,NoAnswer,NoAnswer,778,I501,102,2020-06-00,6,8,7,true,10,false,true,false,true,false,false,false,false,false,false,Meet,Meet
70442,CR,2,HeHim,Heterosexual,Indigenous,778,I501,101,2020-06-00,1,3,1,false,4,false,false,false,false,true,false,false,false,false,false,Meet,NotMeet
70442,CR,2,HeHim,Heterosexual,Indigenous,778,I501,102,2020-06-00,1,3,1,false,3,false,false,false,false,true,false,false,false,false,false,NotMeet,NotMeet
70443,IS,4,TheyThem,Heterosexual,Caucasian,778,I501,101,2020-06-00,2,4,3,true,10,true,true,true,false,false,false,false,false,false,false,NotMeet,NotMeet
70443,IS,4,TheyThem,Heterosexual,Caucasian,778,I501,102,2020-06-00,2,4,4,true,10,false,true,true,true,false,true,false,false,false,false,Exceeded,Exceeded
70444,PE,5,HeHim,NoAnswer,Black,778,I501,101,2020-06-00,2,4,2,false,5,false,true,false,false,true,false,false,false,false,false,NotMeet,NotMeet
70444,PE,5,HeHim,NoAnswer,Black,778,I501,102,2020-06-00,2,4,2,false,3,false,false,false,true,false,false,false,false,false,false,NotMeet,NotMeet
70445,EC,6,SheHer,Heterosexual,NoAnswer,778,I501,101,2020-06-00,0,2,0,false,5,false,false,false,true,true,true,false,false,false,false,Exceeded,Exceeded
70445,EC,6,SheHer,Heterosexual,NoAnswer,778,I501,102,2020-06-00,0,2,1,true,6,false,true,false,true,true,false,false,false,false,false,NotMeet,Exceeded
